id,idvalatvalidation,ref,title,ERPA
CDM09381,O85Z57CFGRTSHCJDXZIWBEXU5M4NX7,6996,Yunnan Daping Hydropower Project,6/15/11
CDM09117,V6BITB693M601IPDJRWTHMUDYPVRR2,6655,Yunnan Leiyingshan Wind Power Project,6/15/11
CDM08891,YTMYB15GOJCE8JLQSUMR7A958AVY75,5800,CGN Xinjiang Tacheng Mayitasi Phase I Wind Farm Project,6/15/11
CDM09042,XSRHTG7JSMH5L2YU9NVXOTA6NUJ802,6416,Huaneng Wuchuan Houwantu Wind Farm Project,6/16/11
CDM08804,PDWN9CXFY18HP1Y93E8UUA16QXMJQG,6928,Guizhou Panjiang Coal Mine Methane Power Generation Project,6/16/11
CDM08805,NLWKS10L7CS3XV46A50MNLUUIXTGDP,6948,Guizhou Panjiang Low Concentration Coal Mine Methane Power Generation Project Phase 2,6/16/11
CDM09587,S2IACDJJ2RW47GUR0GMMFSJF08I4GC,6294,Guahua Dongying Hekou Phase IV Wind farm Project,6/16/11
CDM09588,5G8SL07NU9DDYEPTTRYES1Y8BPKBEG,6200,Guohua Dongying Hekou Phase III Wind Farm Project,6/16/11
CDM08656,WPF4NKQRXVWI16RH5OG4Y2BKBKOX1X,6344,Abag banner Huiteng Liang Wind Farm Phase I 49.5MW CDM Project,6/16/11
CDM09186,22AEAX36K9I7SXVTCQDM9HG7O9GY9O,6199,Tianchang Gaoyouhu Wind Farm Project,6/18/11
CDM08689,T5MT73I63UPYJYLT9L71S2MVPCHB6P,7199,Huadian Sichuan Mulihe Kajiwa Hydropower Project,6/20/11
CDM08781,8X43VSDSYDXPNOXY2QASCLHOS4RLD5,5869,Huadian Guyuan Yueliangshan Second Phase 49.5MW Wind Power Project,6/20/11
CDM08926,RKFXU3UC1PL3616M7JQ3TJULKF59NT,7593,"Song Tranh 4 Hydropower Project, Vietnam",6/20/11
CDM11513,RDM9257SKO015QUCTOLBE12URNXTJZ,8305,"Yueneng Fangxian Biomass Power Generation Project in Hubei Province, China",6/20/11
CDM11514,MK1INFPRNAIZI7GYJHX7J3V8SAZEXO,8393,"Yueneng Shishou Biomass Power Generation Project in Hubei Province, China",6/20/11
CDM08505,RZY4R1X56E4DDO5OXC20DIVZ5JMMP4,7604,Lushui County Lamenga 2nd level hydro power project,6/21/11
CDM08430,F12Y87R4VMEIL6KEN4Q0I05N9TVQBH,7105,Gongshan County Pula hydro power project,6/21/11
CDM08600,61J1FDOETN7FW8399HGJADJ13G9I66,7127,Sichuan Ganluo Lamodai Bundled Small Hydropower Project,6/21/11
CDM09153,6TEG9EZI9BSVDKELPUYGQ3TD1NFD07,5963,Jilin QianÕan Shuizi Wind Farm Phase I Project,6/22/11
CDM09235,8TRYTSENC2KY7D7PW4KG3ZXSFXYHUM,9080,Xinjiang Huoerguosi gas pipeline compressor station waste heat recovery and utilization for power generation project,6/22/11
CDM08671,UNUFXXX7Q8R2MSH4U69EG8U9LB0QQB,6628,Jiangsu Guoxin Dongling 48MW Windfarm Phase II Project,6/22/11
CDM10697,SDHIE5CQSVHJ4LFA4JRM6GEM6NND4P,7264,Huadian Ningxia Ningdong Phase V Wind Farm Project,6/24/11
CDM10792,47XYOBDB2FKE0H5KTHOXUS9W2YIDW8,7784,Huadian Ningxia Ningdong Phase VI Wind Farm Project,6/24/11
CDM08428,3GXYON1ECVYVWERJVQDR30PPCLOMGU,5628,Huaneng Geermu Solar Power Generation Project,6/25/11
CDM08314,T85TOD3YQ8VGA4SLGK7KBR3ZIXLYFW,4151,Huaneng International Huade Daditaihong Wind Power Farm Phase II 49.5 MW Project,6/25/11
CDM08691,TIWFICB0O7CF2F729NY60OKENBGZEY,8110,Shandong Pingyuan 30MW Biomass Cogeneration Project,6/27/11
CDM11064,YRQRJ5I0BPX4RCSXBAH4IY21LQWCZR,7039,Beipiao Beisijiazi Wind Power Project,6/27/11
CDM10515,Z96TS82JSYOKCSEJMVQO96NOPN42XA,8302,Huaneng Wutai Eling 49.5MW Wind Power Project,6/28/11
CDM08170,YNPU5HHSPGGTENVPTNL695DY6GY28N,5699,Gansu Mingjiazhuang Hydropower Project of China,6/29/11
CDM07861,8C1JHJROO2CHO3LZ6F7MW9YP9UJB50,6329,Huaneng Yunnan Eryuan Huangcaopo Wind Farm Project,6/30/11
CDM08231,KEKI9VTKN4UNYDG4FN2DQ028PHT6B5,6508,Xinjiang Kashi River Salikete Hydropower Project,6/30/11
CDM08235,6S4C5D246RZ9OLEFOIL9X0L2P35B71,6555,Xinjiang Kashi River Nileke First Stage Hydropower Project,6/30/11
CDM08233,OFTJPXAFZDVCEKH8J5ZRAABIHB1624,6524,Xinjiang Kashi River Taledesayi Hydropower Project,6/30/11
CDM09116,3TASNQAFLRX7Z8BUHQBQQ4O2CN49BA,6532,Yunnan Puxiqiao Hydropower Project,6/30/11
CDM08519,R7XKSHUN9JABO0W6INIBBH5LGJ94RE,6327,CGN Beipiao Changgao Wind Power Project,6/30/11
CDM08407,6YW4NSVEL800G84XDYGKV53LC0XNU0,8828,"Ningxia Electric Power Group Co., Ltd. Taiyangshan Phase II 10 MWp Solar Photovoltaic Power Project",6/30/11
CDM08909,H5BYN33Z6761ETZT286BT64I4Z8D68,7314,"Biogas Power Generation Project in Longganhu, Huanggang city, Hubei Province",6/30/11
CDM08723,B11LR04IHZNN0C9YYK6RYHQIMWPXP0,6086,Datang Ningxia Ningdong (Baitugang Town Changliushui) Wind Farm Project,7/1/11
CDM08343,UMDTGZM8JMGJ6CZRG82JU9K0GRJCL3,6146,Yunnan Luxi Dongshan Wind Power Project,7/4/11
CDM08344,R0S4N9HK7LZK7159BETNIK71YFSHZE,6147,Yunnan Luxi Donghua Wind Power Project,7/4/11
CDM08573,IM4GJ6Z7HQ2TDUE671KH311S98AIWN,9171,"Myagri Bio-organic Plant at Pantai Remis, Perak",7/4/11
CDM08566,71G1MLGAXR0V8K2AUC4C2GJ4S2U90G,9142,"Myagri Bio-Organic Plant at Ketengah Palm Oil Mill, Kemaman",7/4/11
CDM08574,4BP8K3F49H71T07MJT9IQUJXHXCB70,9178,"Myagri Bio-organic Plant at Kg. Gajah in Perak, Malaysia",7/4/11
CDM07518,R0M1WZG0JZ6FEXCRP5O14P6TJT75YN,9614,"Inner Mongolia Huanghe Industry and Trade (Group) Wanchen Energy Resources Co., Ltd. Qianfeng Cement Plant 4800 t/d clinker production line #1 technical reconstruction project",7/4/11
CDM07519,EWAFVFM3YRYXL4E5SJP2M3KRSQ1QIZ,9612,"Inner Mongolia Huanghe Industry and Trade (Group) Wanchen Energy Resources Co., Ltd. Qianfeng Cement Plant 4800 t/d clinker production line #2 technical reconstruction project",7/4/11
CDM07623,7XS24H5OVZ0L5RFNYPW5XN72X4AQ9X,9770,"Inner Mongolia Huanghe Industry and Trade (Group) Qianlishan Coal Coking Co., Ltd. Coke Dry Quenching (CDQ) Technical Reconstruction Engineering Project",7/4/11
CDM08506,G2PBSY9SKA677AJ6L7VXFFNOGVUP4A,6644,Dawalong Hydropower Project,7/7/11
CDM11045,YHNVJMKE484O296EAVUXKM17IQWW70,7194,CGN Xiangshan Tuci Wind Power Project,7/7/11
CDM07567,43P19S2BPIW6FA9GUV1N2E7UX2DJJM,6034,Datang Huayin Nanshan Wind Power Project,7/8/11
CDM10980,N92TFKKLUGT06HTIKS8O5KPNIHXK3F,9233,PT Karya Mas Energi Biogas Bundled Project 2,7/8/11
CDM10972,LCE26GZ8EBP9480EOE8L6VRJ6A30EW,8944,PT Karya Mas Energi Biogas Bundled Project,7/8/11
CDM10981,ANEKQ9P7DCI9CMDHASJCMMOI9G3KVJ,9234,PT Karya Mas Energi Biogas Bundled Project 3,7/8/11
CDM09111,31EXIGZTD1QSQFO8W6ANF4IC5ZKGPT,7746,Nueva Esperanza,7/8/11
CDM08490,JQCBT34IDHZFWELQTO9ZS1FLNDE4LM,6391,Guodian Penglai Hushan Phase I Wind Farm Project,7/8/11
CDM08720,RO0UOHT286QU9TI92J5NKMKQHQ2FCM,6167,Datang Ningxia Taiyangshan Phase III Wind Farm Project,7/9/11
CDM08722,QTXGQOFE2LHR9R3T18NDYVF1CZT67T,6089,Datang Ningxia Taiyangshan Phase II Wind Farm Project,7/9/11
CDM08125,VOCU3C66QQ97AH9Y8IQ0UWTTMDDNHV,6645,Ningxia Jingneng Lingwu Baitugang Wind Farm Project,7/11/11
CDM09368,S4SV3DT5UB0IKU337RESOQUBKJHCPL,7598,Sichuan Baoxing Mahuanggou 1st Cascade Hydropower Project,7/13/11
CDM08931,AXYBA1T7H4F1CIM9GV7B4W3GTTZ66Q,7974,Alashan Ayouqi 49.5MW Wind Farm,7/13/11
CDM09228,0X7NWWVSWW7QYY2182WK3NCR47458D,6463,Inner Mongolia Jingneng Wengongwula Wind Farm Project,7/14/11
CDM08791,75LFTC4D4IB70YHBPM00LNPD0MWGSX,9147,Hechuan Yanjing Coal Mine Methane Utilisation Project,7/15/11
CDM09048,9ZK442GFZDYJVZVL77Y5JRXCEMEFG0,6822,Longhai Longjiao Wind Farm Project,7/15/11
CDM08268,SXI9K9WFKDFNEMQ2N85YEZK47OKEXH,6280,Fujian HuiÕan Xiaozuo Wind Power Project,7/15/11
CDM08251,26MCZSVIOQRUV8N6XESDUWCXM42Q9C,6115,Fujian Qingfeng Wind Power Project,7/15/11
CDM08263,8HQSQP4RK1BR2KEZDNRB4ZXHVJK119,6951,Putian Houhai Wind Power Phase II Project,7/15/11
CDM09054,6NHXNSOSJVS4HGLT5UKHQL3D7B2QV3,7387,"4_200 MW Level Natural-gas-fired Combined Cycle Power Plant of Ningxia East Thermal Power Co., Ltd.",7/15/11
CDM11324,V0KF5TZU3JW9Q3L2NHS4HZ617AILA1,9349,"MCC Meili Pulp and Paper Co., Ltd Methane Utilization and Power Generation Project",7/15/11
CDM07921,DW4MR87EV97W52AZ8Q10BVVHMYYF4Z,5557,Zhuzhou Landfill Site LFG to Power Generation Project,7/15/11
CDM09021,YOAN5XC57VGP4LF3IAHXGDGVPF5GTO,5839,Datang Qixia Zangjiazhuang Garden Wind Farm Project,7/15/11
CDM08724,GSFTRXZ2UTA0Z6R07URIW3C5OAQDKI,6084,Datang Ningxia Ningdong (Baitugang Town Leshuigou) Wind Farm Project,7/15/11
CDM10823,X2RDXC2ZKMGG0RLBGQEDSMHXKZ83GV,7185,SDIC Shizuishan Second Phase 20MWp Photovoltaic Power Generation Project,7/18/11
CDM08871,W1TWGNPQU80TJ05F9Z1NAPDVBQ1MWW,6396,SDIC Baiyin Jiancaitang Second Phase 49.5MW Wind Power Project,7/18/11
CDM08854,PLYI9BAHHVT85YKOX32V0RZYTW1B9N,6957,Guizhou Panjiang Low Concentration Coal Mine Methane Power Generation Project Phase 3,7/19/11
CDM08521,BAOPG8DOM49MNR6JQGAXMU31TAPAWE,6492,Zhengdou Hydropower Project,7/20/11
CDM08442,LJ05IBO0VXZOQ2ZJMWMIYDDO0OUQMD,6375,Leizhou Dongli 49.5MW Wind Power Project,7/20/11
CDM08443,K3SOBKLH93GR7DR1OMUQ6U546W5MX4,6310,GD Power Chuanshan 45MW Wind Power Project,7/20/11
CDM10852,W0E59VFGWPYULJ31AP2O7FYMAT5KBG,8533,Shehong County Dagutan Navigation and Hydropower Project,7/20/11
CDM08449,42HJ1QKEI83J3I82RS9NN7WVIJS6NJ,4651,"Xinjiang Dabancheng Phase I Wind Farm Project of Tianshan Electric Power Co., Ltd",7/21/11
CDM08883,W0RZ09XSPOM5V1SUEWXN2U2Z5MODVO,7075,Chang Raek Biomass Power Plant,7/22/11
CDM08948,1MING4DNDSBZFHS12ZEGT30EYUE3EF,6284,Datang Dongping Wind Power Project,7/24/11
CDM10715,8UP50GN6OH98F33PNP4S35S9XSRQTE,7123,Fujian Xietan Hydropower Project,7/25/11
CDM12024,R200WRO3CYGWY7JPGYXPMN4HZ8OG2V,9098,Yunnan Yuanyang Fengchunling 1st Level Small Hydropower Project,7/26/11
CDM10376,B82026Y5N5H1HWHTHCS435GKPUELKM,8241,Yunnan Yuanyang Fengchunling 2nd Level Small Hydropower Project,7/26/11
CDM09534,3TZ6BH0P7J3DKI0FNICX7NUYGS5XYY,7342,Fujian YongÕan Fenghai Hydropower Project,7/27/11
CDM10740,PKONOHQVBKVNVEGM4PDW042COX1HOG,7300,Liaoning Xianrendao Wind Power Project,7/27/11
CDM09353,UYFN6QKBT77B1KGE9E1O56BC5IGPVQ,7755,Yunnan Danzhuhe 2nd Level Hydropower Project,7/28/11
CDM08303,DZPQ3BDK1SIVUEU5RM1M62ILK0ROP1,5632,Huzhu Tu Autonomous County Solar Cooker Project,7/29/11
CDM05701,6DOG6RKMWOVE1QGJJ2UXUCUAAMQEZV,6114,Chenergy Fangzheng County Hutieling Wind Power Project,7/29/11
CDM09528,TDD4O7WIMK6ZXEPW2EWKARKRTLUCGA,7544,Fujian YongÕan Ximen Hydropower Project,7/31/11
CDM10312,IPQ7I6OI52Y7KL2YZJT6TMC9UJV8EZ,7307,Fujian Nanping Xiayang Hydropower Project,7/31/11
CDM09560,RLUCAW3I46LI2VDJGJPIOWKAIUXUHE,6501,Xiaodongliang Wind Farm Project,8/1/11
CDM09557,33YO8TADMCK73HT3CQQ8B19NWNE0UI,6504,Mengjialiang Wind Farm Project,8/1/11
CDM09558,E4LQ72ZAIIK23BIPSOFCHC8D9NBN9U,6592,Dahe Solar Power Project,8/1/11
CDM10752,WJZEGWZBZ2AFMEG0RFOQH2OLHPMAQ2,8889,Lvchun County Mengman River Mengman 2nd Level Hydropower Station Project,8/4/11
CDM08554,XFI16KA6HRXGY8RK04NQSE3L08IQAM,6230,Datang Changqing Phase I Wind Power Project,8/5/11
CDM08597,T359G1L5VHPFV2YP6OO7GRM64TFQ11,6539,Datang Pingdu Xinhe Wind Farm Project,8/5/11
CDM08562,S0786M5O6B5EAR9KEEV9GD2AARLUCC,6271,Datang Pingyin Phase II Wind Power Project,8/5/11
CDM08599,6J79S3AJHIBSUSQ39K8R3HRM9STP9M,6235,Datang Changyi Phase I Wind Farm Project,8/5/11
CDM09086,Q200FI5MMR1M7TAS5XYUJTM8MSSW5C,8564,Inner Mongolia Electric Power Transmission and Transformation Chayouzhongqi Wind Farm 49.5MW Project,8/7/11
CDM09184,D8IZHZP1PH3R8I1GLXZ7WED6708VPV,7795,WuÕan Ruikang 48MW Biomass Power Generation Project,8/8/11
CDM09248,NV9J8DT0H7BZL24U1SJVT8XDLCRO7Y,6887,Hebei Chongli Changchengling Wind Farm Project,8/8/11
CDM08527,6BMEWI2A5AR2G9MSHRZN8MXTQ2LQ2S,7447,Henan Lankao Biomass Cogeneration Project,8/9/11
CDM11507,4XDQV4VRV8AGEBFS59B5A0Q9D6VOWC,8601,"Naliu Hydropower Station in Xiyang River, Funing County, Yunnan Province",8/10/11
CDM10350,YH4TAILM5MU9G7WO2NAJOPG3VZ4W8R,8243,Diebu County Axia Nagai Hydropower Project,8/10/11
CDM08679,BSKZMSWZ6Y2DIQQRHMUDLY16297CCM,6494,Xinyang Jigong Mountain Wind Power Project,8/10/11
CDM08668,9SXA5X0F1TKPNDQ9WOBO042RWGJ9FR,6495,Xinyang Huangbai Mountain Wind Power Project,8/10/11
CDM08728,NB4ZQQ6X1Z00EHI4JUKJX1PUMQ86PY,6801,Xinyang Dabie Mountain Wind Power Project,8/11/11
CDM08726,AZED539H1ZO2CKVMOAB4DLT006GJ31,6821,Xinyang Tianmu Mountain Wind Power Project,8/11/11
CDM08620,WWLWQQ4NW19RBVOU8QGKG7NATZR4B1,8548,"Shandong Tianhe Paper Co., Ltd Waste Water Treatment and Waste Residue Utilization Project",8/14/11
CDM09300,18H9OLLM6BGTW3PYJQ9SKDMDTLRP8G,7138,Hunan Dongtan Hydropower Project,8/15/11
CDM08139,34QXC1FBNCNDKM3DCBYCVLFER2GQ1L,6141,Tianjin Dagang Wind Farm Phase 2 49.5MW Project,8/15/11
CDM10399,Q1A5RGVI5NUNW6NPKO0OMXSDH5TSL4,7344,Jiangxi LeÕan County DongÕan Small Hydropower Project,8/15/11
CDM09274,LDORI4OJTY345499RMUCVO3N00JRV7,7148,Hunan Gaojiaba Hydropower Project,8/15/11
CDM10834,PZSINRPWACMN745Q5H3ACGGDNT08QB,5111,Sichuan Luding Feishuigou 8MW Hydropower Project,8/15/11
CDM09182,TUOWT5ATMQV1A3O8AJH7V6D0YO7QFR,6892,Xinjiang Xinhua Buerqin Wind Farm Project,8/15/11
CDM11368,N3WN8TZ9R6Q0BOZMPD0YNGUIOSLL9Q,9414,"Biogas from Wastewater Management by Palm Power Green Co., Ltd",8/16/11
CDM08653,6LBXBVESMLJLL6RFDPE29C95VVPNKC,5919,Qianshan Jiujinggang 20MW Hydropower Project,8/16/11
CDM11232,RB5SGHEZNO4LGVFMVEV2K2N8SP3FBU,9333,"Ethanol Wastewater Treatment at Ekarat Pattana Co., Ltd. in Nakhon Sawan, Thailand",8/16/11
CDM09297,4C72AU8I3T4T7I7ZUS8RX71JFPO46A,7115,Xuanen County Shuangxi Hydropower Project,8/16/11
CDM09049,PF8BVQQ1PMW7ZSVG8IU1DTQIHBNUAN,6388,Ganluo County Dazi Hydropower Station Project,8/19/11
CDM08944,DD3Z58VGH8052X66Y7UXFUU52ZYLCI,6722,Guangxi Jindong Hydropower Project,8/19/11
CDM10264,C6XQKUQ7ICI1277W9WGN84ZD3FQ4QS,8016,Tianrun Laixi Nanshu Wind Farm Project,8/19/11
CDM09529,81ZZY5MLUMETV70G5O5MATHEL6GX9P,6918,Shuozhou Tianhui Pinglu District Dashantai Phase II 49.5MW Wind Power Project,8/19/11
CDM09249,Y9RDN8ZWJXHNSNEW7TZ14N5NVUB7PD,7224,Zhongning Changshantou Wind Farm Tianrun Phase One 49.5MW Project,8/19/11
CDM10317,BS5CS47LX7JNJHOKRCFOZ6A46UV3O6,7111,Luquan County Baishui River III Hydroelectric Project,8/20/11
CDM09250,ABNZ7I197E377HKWJI2ZHJUS9FLEMN,6513,Ningxia Tongxin Windfarm Jiaze Tianjialing 49.5MW Wind Power Project,8/22/11
CDM09253,6J17DQ6I3DELB9Y91223FDI4I4YKVP,6405,Ningxia Tongxin Windfarm Jiaze Kangjiawan 49.5MW Wind power Project,8/22/11
CDM09256,0YX1X8PDZYZEK6HWD3C8SYQJH5AHAG,6364,Ningxia Hongsibao Windfarm Jiaze Qingshan 49.5MW Wind Power Project,8/22/11
CDM10451,84VY6B217RD5TEFA8RKQ3C2J2RLFVT,7162,Golmud 200MW Grid-connected Solar Power Generation Project,8/23/11
CDM10361,025YEJW46Y0UH845L8TUNJD2KSOFEA,6414,Huaneng Geermu Phase II Solar Power Generation Project,8/23/11
CDM08801,JXUKEUR98EEESRNQTC3RJVYMTIK7H7,6148,Jilin Tongyu Xinglongshan 1C Wind Power Project,8/24/11
CDM08800,JIOPLQL0VFGP1UQ021JFSDQYNO7HLA,6080,Jilin Tongyu Xinglongshan 1A Wind Power Project,8/24/11
CDM08816,HXXGKFXBZX3578XYJC0JPYXFHS69XI,6272,Ningxia Tongxin Magaozhuang Wind Power Project,8/24/11
CDM08819,2F8SY7PQDXQLSGDYPQQ18OHQ0DP0DO,6175,Ningxia Tongxin Wind Power Project,8/24/11
CDM09114,7GR8COLT21JY8WQP1V1SBIZXR14VMR,7938,Fukang 33MW CMM Based Electricity Generation Project,8/25/11
CDM09239,TBIOWJYOK9CPCCRB6OYQNEPHB69DNT,8557,Xiaojin County Hanniuhe Hydropower Project,8/25/11
CDM11063,DXMURD9JQQIOUQXE5VBYRHUPJ829T1,7143,"Sichuan Xiaogouhe Shanping, Shuitanggou and Hongshuigou Bundled Hydropower Project",8/28/11
CDM08279,O7XBLSTV7NVFFSXNFB6QNI6ZD14CQR,6069,Dongduguo'er Hydropower Project,8/29/11
CDM08278,4L9CI2CZD0OCRH4JPK0HXJTKE8OTLO,6493,Mengkete Hydropower Project,8/29/11
CDM09429,MWZ5SCLYMQ2W6YX1L0SQCCNE0QPA01,8981,Nalcas Small Hydroelectric Run-of-River Power Plant,8/30/11
CDM09439,U2PMA5ARKLUD3L4N8CZ2CWW79ZN3X6,8982,El Callao Small Hydroelectric Run-of-River Power Plant,8/30/11
CDM08935,3BIN428BN98KUT027ASAZLMKJ5ZVKI,9336,Peralta I Wind Power Project,8/31/11
CDM08398,LW3LCQZEWV6SKMMHJNSAKPEK7D6CL5,7750,Fujian Xiamen Dongbu Gas-fired Power Plant Project,9/1/11
CDM09254,4MC89G51V0ZTDGYIRUXJ2QFQQX9JBK,6959,Guodian Weichang wind and photovoltaic power project,9/2/11
CDM08111,RQUBJKUL0K278KZ74L0DPKTI50K77K,6097,Shanxi Shenchi Nanhuashan Wind Power Project,9/7/11
CDM09392,32CUGKATHUOGPLE5XZU53I20XTY2PC,6547,Guodian Weifang Binhai Wind Farm Phase I Project,9/20/11
CDM06276,LQYN92ZE49R0XW203ZNVCLBA5M9N7R,7355,Zhuzhou Cemented Carbide Factory Boiler System Retrofitting Project,9/23/11
CDM09110,KF20S4LMQTB2UOICH4C63M5O6DV8PX,8204,8 de Agosto,9/30/11
CDM11788,UZEKWF4NNHEIIZR6JXM6EYMQZHB4YI,8598,Nanba Associated Gas Processing Plant and the Auxiliary Engineering,9/30/11
CDM09190,X049C3GZ3XJW4YVZDSJJFO5KAUFENI,6596,CECEP Gansu Yumen Changma Daba North Wind Farm Project,10/2/11
CDM09158,OELS7LGJX7O0N1YPRE8D5NFUD46M46,6540,CECEP Gansu Yumen Changma Daba South Wind Farm Project,10/2/11
CDM11350,N4P7FJBQYV0FQNP473F6AK4NQP0UH1,7732,Huaneng Dali Qimashan Wind Farm Project,10/3/11
CDM09457,OK55AIPNMVTAIYG54PFPFPY9K70R8I,8441,Liangshan Prefecture Yanyuan County Yongninghe Fourth Stage Hydropower Station Project,10/5/11
CDM08863,OI0N4NBUWWX8RAE237DHPPDEDUCCGY,5771,Guangxi Yulin Darongshan 25.5MW Wind Power Project,10/5/11
CDM09238,MYOQP35WYD98K0LWTYG2H0Q8NFZ7P7,6980,CGN Mishan Linhe Wind Power Project,10/5/11
CDM10482,COETW879VC2Z9ZL8862FDPUD3S3HQM,7488,Huadian Haiyuan Wuyuan First Phase 49.5MW Wind Power Project,10/6/11
CDM09397,0S8FRBG0WBQ6PVGBWJ102XUB4JXLZT,7361,Hengshui TEDA Gucheng Biomass-based Power Generation Project,10/7/11
CDM09548,1HE0XHU8RQ9VBU3VKV30D8RRORYZZ2,6927,Zhongdiantou Tacheng Mayitasi Phase I 49.5MW Wind Power Project,10/7/11
CDM09208,YLSDN560BDP1Z8ZNRYPA45VNKE1MMJ,6776,Zhongdiantou Tulufan 20MW Grid-connected Solar Power Generation Project,10/7/11
CDM09211,519S9Q12D4364Z2ACMPO0Q41OXDYFF,6773,Zhongdiantou Hetian 20MW Grid-connected Solar Power Generation Project,10/7/11
CDM09215,K83S9YIFQOW155EJYCWBFTP0W01G3T,6689,Jiangsu Dafeng 20MW Solar Power Project,10/7/11
CDM10389,I2XXAX83PI9XMVM4OPK19U1BA96UIS,8484,MaÕerkang County ShaÕer Hydropower Project,10/7/11
CDM08375,1GXSARDJRHB0113ESNZHJB11ADPGH7,5613,Tianjin Longyuan Dagang Phase II Wind Power Project,10/7/11
CDM10851,VPVGW3KHZ91ABMLTOCRCQOPV0JNQ5I,8272,Jiangxi Hekengkou Hydropower Project,10/8/11
CDM11345,XVKJAXC3WRMVVIHX9D6QLYZW5SXS6X,7931,Yanchi Wind Farm (Mahuangshan Shijiawan) Master 49.4 MW Project,10/9/11
CDM11344,U1HXEWL4IUGHE8FSYHXICLQPSC533A,7932,Yanchi Wind Farm (Wanglejing Niujijuan) Master 49.98 MW Project,10/9/11
CDM11342,PJQHAPFFE4ZX3VKVYSZKOXCO9YZI1C,7928,Yanchi Wind Farm (Wanglejing Sunjialou) Master 49.4 MW Project,10/9/11
CDM11341,J6I14MKFUECM335E48JZU58ZFK14A4,7929,Yanchi Wind Farm (Mahuangshan Shijiawan) Hanas 49.4 MW Project,10/9/11
CDM09423,9YRGW43G6UNTYNOHZ0FZ3PTOPPK855,6154,Ningxia Zhongning Changshantou Wind Farm CGN Dazhanchang 49.5MW Wind Power Project,10/9/11
CDM10880,2QHCCD2DMVVG69FZKWTM0XTI2JGG21,7524,Huadian Jilin Shuangliao Namusi 49.5MW Wind Power Project,10/10/11
CDM11084,QQZDKLNECXC1HXXY4D04V4XH3SB9JE,7385,Sichuan Wenchuan County Sanping Hydropower Project,10/12/11
CDM12100,JFBPV86DB00VWHVTOMMZ5O58M2IT6M,8973,Mianning Sange Hydropower Project,10/13/11
CDM09169,TICPLS2LX9WWAP3AV6U0CC10H6IOO5,5571,Guodian Juxian Wind Power Phase I Project,10/13/11
CDM09170,7GHY3RRVM6MY9I5W5N9M20FA86RFGI,5572,Guodian Wulian Yuli Wind Power Phase I Project,10/13/11
CDM09311,AF8WBYZYUZSM3NKRHFIAAOVO8I83JQ,6732,Shangqiu MSW Landfill site LFG Recovery to power project,10/13/11
CDM09251,T1R1IMDZ9ZNM4N89P9ISSIFYNK3ISH,6701,Yichang Huangjiawan MSW Landfill site LFG Recovery to power project,10/13/11
CDM09252,I81M2NH92Q6FFZT8SK2M2VVS9UX6K6,6704,Ezhou MSW Landfill site LFG Recovery to power project,10/13/11
CDM09510,NKUI2V9P0YURUGSTDJQQWGYTMZ7HNC,6968,Guiyang County Tiantang Mountain 49.9 MW Wind Farm Project,10/14/11
CDM09171,J0IKG7VXBE0TS3OKP63FQZ5B13C1B0,7499,Inner Mongolia Huade Sansheng 49.5 MW Wind Farm Phase I Project,10/15/11
CDM08878,120ZFI3K0XIC1RH3OD6MDGDK8RUKHN,6851,Taijiying Wind Farm Project,10/16/11
CDM11075,RKG1K9QEQJFP2VKRP02DWIOS8FP0SL,7234,Xitieshan Phase &#1064; 60MWp Grid-connected Solar PV Power Generation Project,10/17/11
CDM08611,6QT9TOL9OU4AN934C6F8GTD8MBF0XA,6426,Ningxia Hongsipu Wind Power Plant Jiaze Fourth Phase 49.5MW Project,10/17/11
CDM08091,KN2E50U68KZ50KUP0K693QLOVKSYCE,6525,Inner Mongolia Tongliao Naimanqi Dongxing Fengying Yongxing Phase One Wind Farm 49.6MW Wind Power Generation Project,10/18/11
CDM10838,SGK6KMJPQ4CX7UU5NNJI7S6Z1V4EUH,9014,Hailin Dayangmu Hydropower Project,10/19/11
CDM10473,CO5JGNTOT02DH6IA7TKJIWH5NA6UGL,7674,Suqian Municipal Solid Waste Incineration for Power Generation Project,10/19/11
CDM10474,0OS444VWDAMFTDTMARY3I0DNHZMM0B,7009,Zhenjiang Municipal Solid Waste Incineration for Power Generation project,10/19/11
CDM09172,KTKOB3XNDGTPEDQ0GWYUQPLKVY7UW3,7022,Henan Fangcheng Wind Farm Project,10/20/11
CDM11849,ZOV1G9UFUKXYJ7XQMKM8PPD0SRSXN7,7320,Shaqian Hydropower Project in Guizhou Province,10/20/11
CDM10365,ZE3IMXZV1UMPFTMCEAJB9MKLLQQWX4,7074,Yunnan Yongde County Dedanghe 3rd Cascade Hydropower Project,10/20/11
CDM10372,L7VLTLLX15RB8U0PIFQX5CIFTUMG8F,7084,Yunnan Yongde County Manglinghe 2nd and 3rd Cascade Bundled Small Hydropower Project,10/20/11
CDM10363,EQK1YCBU0RSGMHT48MCBYUD5OOVSXD,7076,Yunnan Yongde County Manghaihe 6th and 7th Cascade Bundled Small Hydropower Project,10/20/11
CDM08757,L7G8F40ZWDULQIDDPQANCZ0Y7TYSFL,5409,Fumin Dafengyakou 33MW Wind Power Project,10/21/11
CDM08753,KI40GYC5H7TJW0FDKEOPNBD4SC1K6U,5974,Fumin Mayingshan 40.5MW Wind Power Project,10/21/11
